Receipt,Delivery,Effective Date,Expiry Date,Service Mode,Commodity Name,Charge,Rate Basis,Container Size,Currency,Rate
2,40,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,920
2,40,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1050
2,40,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1050
2,40,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1250
2,40,10/20/2018,10/31/2018,1,2,DDF,2,1,AED,450
2,40,10/20/2018,10/31/2018,1,2,DDF,2,2,AED,450
2,40,10/20/2018,10/31/2018,1,2,DDF,2,3,AED,450
2,40,10/20/2018,10/31/2018,1,2,DDF,2,4,AED,450
2,40,10/20/2018,10/31/2018,1,2,DHC,1,1,AED,682
2,40,10/20/2018,10/31/2018,1,2,DHC,1,2,AED,1025
2,40,10/20/2018,10/31/2018,1,2,DHC,1,3,AED,1025
2,40,10/20/2018,10/31/2018,1,2,DHC,1,4,AED,1025
2,40,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,40,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,40,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,40,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,40,10/20/2018,10/31/2018,1,2,IMP,1,1,AED,31
2,40,10/20/2018,10/31/2018,1,2,IMP,1,2,AED,73
2,40,10/20/2018,10/31/2018,1,2,IMP,1,3,AED,73
2,40,10/20/2018,10/31/2018,1,2,IMP,1,4,AED,73
2,40,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,40,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,40,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,40,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,40,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,40,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,40,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,40,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,45,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,775
2,45,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1125
2,45,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1125
2,45,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1325
2,45,10/20/2018,10/31/2018,1,2,CFD,1,1,USD,100
2,45,10/20/2018,10/31/2018,1,2,CFD,1,2,USD,200
2,45,10/20/2018,10/31/2018,1,2,CFD,1,3,USD,200
2,45,10/20/2018,10/31/2018,1,2,CFD,1,4,USD,200
2,45,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,530
2,45,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,1060
2,45,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,1060
2,45,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,1060
2,45,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,45,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,45,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,45,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,45,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,45,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,45,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,45,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,41,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,970
2,41,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1100
2,41,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1100
2,41,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1300
2,41,10/20/2018,10/31/2018,1,2,DDF,2,1,AED,450
2,41,10/20/2018,10/31/2018,1,2,DDF,2,2,AED,450
2,41,10/20/2018,10/31/2018,1,2,DDF,2,3,AED,450
2,41,10/20/2018,10/31/2018,1,2,DDF,2,4,AED,450
2,41,10/20/2018,10/31/2018,1,2,DHC,1,1,AED,715
2,41,10/20/2018,10/31/2018,1,2,DHC,1,2,AED,1140
2,41,10/20/2018,10/31/2018,1,2,DHC,1,3,AED,1140
2,41,10/20/2018,10/31/2018,1,2,DHC,1,4,AED,1140
2,41,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,41,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,41,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,41,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,41,10/20/2018,10/31/2018,1,2,IMP,1,1,AED,127
2,41,10/20/2018,10/31/2018,1,2,IMP,1,2,AED,127
2,41,10/20/2018,10/31/2018,1,2,IMP,1,3,AED,127
2,41,10/20/2018,10/31/2018,1,2,IMP,1,4,AED,127
2,41,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,41,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,41,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,41,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,41,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,41,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,41,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,41,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,46,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,680
2,46,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,800
2,46,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,800
2,46,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1000
2,46,10/20/2018,10/31/2018,1,2,DDF,2,1,SAR,50
2,46,10/20/2018,10/31/2018,1,2,DDF,2,2,SAR,50
2,46,10/20/2018,10/31/2018,1,2,DDF,2,3,SAR,50
2,46,10/20/2018,10/31/2018,1,2,DDF,2,4,SAR,50
2,46,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,46,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,46,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,46,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,46,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,46,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,46,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,46,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,46,10/20/2018,10/31/2018,1,2,RHI,1,1,USD,75
2,46,10/20/2018,10/31/2018,1,2,RHI,1,2,USD,112
2,46,10/20/2018,10/31/2018,1,2,RHI,1,3,USD,112
2,46,10/20/2018,10/31/2018,1,2,RHI,1,4,USD,150
2,46,10/20/2018,10/31/2018,1,2,ADI,2,1,SAR,305
2,46,10/20/2018,10/31/2018,1,2,ADI,2,2,SAR,305
2,46,10/20/2018,10/31/2018,1,2,ADI,2,3,SAR,305
2,46,10/20/2018,10/31/2018,1,2,ADI,2,4,SAR,305
2,46,10/20/2018,10/31/2018,1,2,POS,1,1,USD,45
2,46,10/20/2018,10/31/2018,1,2,POS,1,2,USD,63
2,46,10/20/2018,10/31/2018,1,2,POS,1,3,USD,63
2,46,10/20/2018,10/31/2018,1,2,POS,1,4,USD,228
2,46,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,46,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,46,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,46,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,53,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,1210
2,53,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1700
2,53,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1700
2,53,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1900
2,53,10/20/2018,10/31/2018,1,2,DDF,2,1,JOD,10
2,53,10/20/2018,10/31/2018,1,2,DDF,2,2,JOD,10
2,53,10/20/2018,10/31/2018,1,2,DDF,2,3,JOD,10
2,53,10/20/2018,10/31/2018,1,2,DDF,2,4,JOD,10
2,53,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,75
2,53,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,150
2,53,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,150
2,53,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,150
2,53,10/20/2018,10/31/2018,1,2,IMP,1,1,JOD,63
2,53,10/20/2018,10/31/2018,1,2,IMP,1,2,JOD,89
2,53,10/20/2018,10/31/2018,1,2,IMP,1,3,JOD,89
2,53,10/20/2018,10/31/2018,1,2,IMP,1,4,JOD,89
2,53,10/20/2018,10/31/2018,1,2,PAI,1,1,USD,70
2,53,10/20/2018,10/31/2018,1,2,PAI,1,2,USD,100
2,53,10/20/2018,10/31/2018,1,2,PAI,1,3,USD,100
2,53,10/20/2018,10/31/2018,1,2,PAI,1,4,USD,100
2,53,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,53,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,53,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,53,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,53,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,53,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,53,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,53,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,54,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,920
2,54,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1050
2,54,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1050
2,54,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1250
2,54,10/20/2018,10/31/2018,1,2,DDF,2,1,BHD,38
2,54,10/20/2018,10/31/2018,1,2,DDF,2,2,BHD,38
2,54,10/20/2018,10/31/2018,1,2,DDF,2,3,BHD,38
2,54,10/20/2018,10/31/2018,1,2,DDF,2,4,BHD,38
2,54,10/20/2018,10/31/2018,1,2,DHC,1,1,BHD,42
2,54,10/20/2018,10/31/2018,1,2,DHC,1,2,BHD,65
2,54,10/20/2018,10/31/2018,1,2,DHC,1,3,BHD,65
2,54,10/20/2018,10/31/2018,1,2,DHC,1,4,BHD,99
2,54,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,54,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,54,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,54,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,54,10/20/2018,10/31/2018,1,2,IMP,1,1,BHD,4
2,54,10/20/2018,10/31/2018,1,2,IMP,1,2,BHD,4
2,54,10/20/2018,10/31/2018,1,2,IMP,1,3,BHD,4
2,54,10/20/2018,10/31/2018,1,2,IMP,1,4,BHD,4
2,54,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,54,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,54,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,54,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,54,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,54,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,54,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,54,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,47,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,680
2,47,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,800
2,47,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,800
2,47,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1000
2,47,10/20/2018,10/31/2018,1,2,DDF,2,1,SAR,50
2,47,10/20/2018,10/31/2018,1,2,DDF,2,2,SAR,50
2,47,10/20/2018,10/31/2018,1,2,DDF,2,3,SAR,50
2,47,10/20/2018,10/31/2018,1,2,DDF,2,4,SAR,50
2,47,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,47,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,47,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,47,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,47,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,47,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,47,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,47,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,47,10/20/2018,10/31/2018,1,2,RHI,1,1,USD,75
2,47,10/20/2018,10/31/2018,1,2,RHI,1,2,USD,112
2,47,10/20/2018,10/31/2018,1,2,RHI,1,3,USD,112
2,47,10/20/2018,10/31/2018,1,2,RHI,1,4,USD,150
2,47,10/20/2018,10/31/2018,1,2,ADI,2,1,SAR,305
2,47,10/20/2018,10/31/2018,1,2,ADI,2,2,SAR,305
2,47,10/20/2018,10/31/2018,1,2,ADI,2,3,SAR,305
2,47,10/20/2018,10/31/2018,1,2,ADI,2,4,SAR,305
2,47,10/20/2018,10/31/2018,1,2,POS,1,1,USD,45
2,47,10/20/2018,10/31/2018,1,2,POS,1,2,USD,63
2,47,10/20/2018,10/31/2018,1,2,POS,1,3,USD,63
2,47,10/20/2018,10/31/2018,1,2,POS,1,4,USD,228
2,47,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,47,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,47,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,47,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,86,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,1145
2,86,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1700
2,86,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1700
2,86,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1900
2,86,10/20/2018,10/31/2018,1,2,DDF,2,1,QAR,450
2,86,10/20/2018,10/31/2018,1,2,DDF,2,2,QAR,450
2,86,10/20/2018,10/31/2018,1,2,DDF,2,3,QAR,450
2,86,10/20/2018,10/31/2018,1,2,DDF,2,4,QAR,450
2,86,10/20/2018,10/31/2018,1,2,DHC,1,1,QAR,650
2,86,10/20/2018,10/31/2018,1,2,DHC,1,2,QAR,1000
2,86,10/20/2018,10/31/2018,1,2,DHC,1,3,QAR,1000
2,86,10/20/2018,10/31/2018,1,2,DHC,1,4,QAR,1100
2,86,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,86,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,86,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,86,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,86,10/20/2018,10/31/2018,1,2,IMP,1,1,QAR,125
2,86,10/20/2018,10/31/2018,1,2,IMP,1,2,QAR,175
2,86,10/20/2018,10/31/2018,1,2,IMP,1,3,QAR,175
2,86,10/20/2018,10/31/2018,1,2,IMP,1,4,QAR,175
2,86,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,86,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,86,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,86,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,86,10/20/2018,10/31/2018,1,2,RHI,1,1,QAR,150
2,86,10/20/2018,10/31/2018,1,2,RHI,1,2,QAR,300
2,86,10/20/2018,10/31/2018,1,2,RHI,1,3,QAR,300
2,86,10/20/2018,10/31/2018,1,2,RHI,1,4,QAR,300
2,86,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,86,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,86,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,86,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,42,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,1220
2,42,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1350
2,42,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1350
2,42,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1550
2,42,10/20/2018,10/31/2018,1,2,DDF,2,1,AED,450
2,42,10/20/2018,10/31/2018,1,2,DDF,2,2,AED,450
2,42,10/20/2018,10/31/2018,1,2,DDF,2,3,AED,450
2,42,10/20/2018,10/31/2018,1,2,DDF,2,4,AED,450
2,42,10/20/2018,10/31/2018,1,2,DHC,1,1,AED,715
2,42,10/20/2018,10/31/2018,1,2,DHC,1,2,AED,1140
2,42,10/20/2018,10/31/2018,1,2,DHC,1,3,AED,1140
2,42,10/20/2018,10/31/2018,1,2,DHC,1,4,AED,1140
2,42,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,42,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,42,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,42,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,42,10/20/2018,10/31/2018,1,2,IMP,1,1,AED,127
2,42,10/20/2018,10/31/2018,1,2,IMP,1,2,AED,127
2,42,10/20/2018,10/31/2018,1,2,IMP,1,3,AED,127
2,42,10/20/2018,10/31/2018,1,2,IMP,1,4,AED,127
2,42,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,42,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,42,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,42,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,42,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,42,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,42,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,42,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,43,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,720
2,43,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,850
2,43,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,850
2,43,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1050
2,43,10/20/2018,10/31/2018,1,2,DDF,2,1,AED,450
2,43,10/20/2018,10/31/2018,1,2,DDF,2,2,AED,450
2,43,10/20/2018,10/31/2018,1,2,DDF,2,3,AED,450
2,43,10/20/2018,10/31/2018,1,2,DDF,2,4,AED,450
2,43,10/20/2018,10/31/2018,1,2,DHC,1,1,AED,720
2,43,10/20/2018,10/31/2018,1,2,DHC,1,2,AED,1150
2,43,10/20/2018,10/31/2018,1,2,DHC,1,3,AED,1150
2,43,10/20/2018,10/31/2018,1,2,DHC,1,4,AED,1150
2,43,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,43,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,43,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,43,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,43,10/20/2018,10/31/2018,1,2,IMP,1,1,AED,114
2,43,10/20/2018,10/31/2018,1,2,IMP,1,2,AED,157
2,43,10/20/2018,10/31/2018,1,2,IMP,1,3,AED,157
2,43,10/20/2018,10/31/2018,1,2,IMP,1,4,AED,157
2,43,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,43,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,43,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,43,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,43,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,43,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,43,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,43,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,48,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,625
2,48,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,825
2,48,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,825
2,48,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1025
2,48,10/20/2018,10/31/2018,1,2,DDF,2,1,SAR,50
2,48,10/20/2018,10/31/2018,1,2,DDF,2,2,SAR,50
2,48,10/20/2018,10/31/2018,1,2,DDF,2,3,SAR,50
2,48,10/20/2018,10/31/2018,1,2,DDF,2,4,SAR,50
2,48,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,75
2,48,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,150
2,48,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,150
2,48,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,150
2,48,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,48,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,48,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,48,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,48,10/20/2018,10/31/2018,1,2,RHI,1,1,USD,75
2,48,10/20/2018,10/31/2018,1,2,RHI,1,2,USD,112
2,48,10/20/2018,10/31/2018,1,2,RHI,1,3,USD,112
2,48,10/20/2018,10/31/2018,1,2,RHI,1,4,USD,150
2,48,10/20/2018,10/31/2018,1,2,ADI,2,1,SAR,305
2,48,10/20/2018,10/31/2018,1,2,ADI,2,2,SAR,305
2,48,10/20/2018,10/31/2018,1,2,ADI,2,3,SAR,305
2,48,10/20/2018,10/31/2018,1,2,ADI,2,4,SAR,305
2,48,10/20/2018,10/31/2018,1,2,POS,1,1,USD,45
2,48,10/20/2018,10/31/2018,1,2,POS,1,2,USD,63
2,48,10/20/2018,10/31/2018,1,2,POS,1,3,USD,63
2,48,10/20/2018,10/31/2018,1,2,POS,1,4,USD,228
2,48,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,48,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,48,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,48,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,49,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,925
2,49,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1125
2,49,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1125
2,49,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1325
2,49,10/20/2018,10/31/2018,1,2,DDF,2,1,SAR,50
2,49,10/20/2018,10/31/2018,1,2,DDF,2,2,SAR,50
2,49,10/20/2018,10/31/2018,1,2,DDF,2,3,SAR,50
2,49,10/20/2018,10/31/2018,1,2,DDF,2,4,SAR,50
2,49,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,75
2,49,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,150
2,49,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,150
2,49,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,150
2,49,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,49,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,49,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,49,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,49,10/20/2018,10/31/2018,1,2,RHI,1,1,USD,75
2,49,10/20/2018,10/31/2018,1,2,RHI,1,2,USD,112
2,49,10/20/2018,10/31/2018,1,2,RHI,1,3,USD,112
2,49,10/20/2018,10/31/2018,1,2,RHI,1,4,USD,150
2,49,10/20/2018,10/31/2018,1,2,ADI,2,1,SAR,305
2,49,10/20/2018,10/31/2018,1,2,ADI,2,2,SAR,305
2,49,10/20/2018,10/31/2018,1,2,ADI,2,3,SAR,305
2,49,10/20/2018,10/31/2018,1,2,ADI,2,4,SAR,305
2,49,10/20/2018,10/31/2018,1,2,POS,1,1,USD,45
2,49,10/20/2018,10/31/2018,1,2,POS,1,2,USD,63
2,49,10/20/2018,10/31/2018,1,2,POS,1,3,USD,63
2,49,10/20/2018,10/31/2018,1,2,POS,1,4,USD,228
2,49,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,49,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,49,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,49,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,110,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,920
2,110,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,950
2,110,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,950
2,110,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1150
2,110,10/20/2018,10/31/2018,1,2,DDF,2,1,OMR,45
2,110,10/20/2018,10/31/2018,1,2,DDF,2,2,OMR,45
2,110,10/20/2018,10/31/2018,1,2,DDF,2,3,OMR,45
2,110,10/20/2018,10/31/2018,1,2,DDF,2,4,OMR,45
2,110,10/20/2018,10/31/2018,1,2,DHC,1,1,OMR,55
2,110,10/20/2018,10/31/2018,1,2,DHC,1,2,OMR,75
2,110,10/20/2018,10/31/2018,1,2,DHC,1,3,OMR,75
2,110,10/20/2018,10/31/2018,1,2,DHC,1,4,OMR,75
2,110,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,110,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,110,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,110,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,110,10/20/2018,10/31/2018,1,2,IMP,1,1,OMR,5
2,110,10/20/2018,10/31/2018,1,2,IMP,1,2,OMR,5
2,110,10/20/2018,10/31/2018,1,2,IMP,1,3,OMR,5
2,110,10/20/2018,10/31/2018,1,2,IMP,1,4,OMR,5
2,110,10/20/2018,10/31/2018,1,2,LSS,1,1,USD,30
2,110,10/20/2018,10/31/2018,1,2,LSS,1,2,USD,60
2,110,10/20/2018,10/31/2018,1,2,LSS,1,3,USD,60
2,110,10/20/2018,10/31/2018,1,2,LSS,1,4,USD,60
2,110,10/20/2018,10/31/2018,1,2,EBS,1,1,USD,30
2,110,10/20/2018,10/31/2018,1,2,EBS,1,2,USD,60
2,110,10/20/2018,10/31/2018,1,2,EBS,1,3,USD,60
2,110,10/20/2018,10/31/2018,1,2,EBS,1,4,USD,60
2,44,10/20/2018,10/31/2018,1,2,BAS,1,1,USD,920
2,44,10/20/2018,10/31/2018,1,2,BAS,1,2,USD,1050
2,44,10/20/2018,10/31/2018,1,2,BAS,1,3,USD,1050
2,44,10/20/2018,10/31/2018,1,2,BAS,1,4,USD,1250
2,44,10/20/2018,10/31/2018,1,2,DDF,2,1,AED,450
2,44,10/20/2018,10/31/2018,1,2,DDF,2,2,AED,450
2,44,10/20/2018,10/31/2018,1,2,DDF,2,3,AED,450
2,44,10/20/2018,10/31/2018,1,2,DDF,2,4,AED,450
2,44,10/20/2018,10/31/2018,1,2,DHC,1,1,AED,720
2,44,10/20/2018,10/31/2018,1,2,DHC,1,2,AED,1150
2,44,10/20/2018,10/31/2018,1,2,DHC,1,3,AED,1150
2,44,10/20/2018,10/31/2018,1,2,DHC,1,4,AED,1150
2,44,10/20/2018,10/31/2018,1,2,ERS,1,1,USD,100
2,44,10/20/2018,10/31/2018,1,2,ERS,1,2,USD,200
2,44,10/20/2018,10/31/2018,1,2,ERS,1,3,USD,200
2,44,10/20/2018,10/31/2018,1,2,ERS,1,4,USD,200
2,44,10/20/2018,10/31/2018,1,2,IMP,1,1,AED,127
2,44,10/20/2018,10/31/2018,1,2,IMP,1,2,AED,127
